Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03,128.6139854814398,129.22605213593528,122.58211921528644,123.47061157226562,112117500,0.0,0.0
2023-01-04,125.26733892869382,127.01470850998557,123.48048749262259,124.7441177368164,89113600,0.0,0.0
2023-01-05,125.50427521319664,126.1360903730334,123.16458728849297,123.42125701904297,80962700,0.0,0.0
2023-01-06,124.39858171183529,128.62384018148796,123.29290160052527,127.96240997314453,87754700,0.0,0.0
2023-01-09,128.80155656407595,131.70396238313268,128.22897177101316,128.4856414794922,70790800,0.0,0.0
2023-01-10,128.5942366688145,129.58144872233615,126.48160347682453,129.0582275390625,63896200,0.0,0.0
2023-01-11,129.57158328133335,131.8026771210122,128.7916923794983,131.78294372558594,69458900,0.0,0.0
2023-01-12,132.16793979306604,132.54307008824253,129.75914024116136,131.70394897460938,71379600,0.0,0.0
2023-01-13,130.34161256817276,133.19465493922883,129.97634891095512,133.0366973876953,57809700,0.0,0.0
2023-01-17,133.10577808532958,135.53431084706406,132.41473278986277,134.2015838623047,63646600,0.0,0.0
2023-01-18,135.0703691429246,136.83747220518643,133.3032510170013,133.48095703125,69672800,0.0,0.0
2023-01-19,132.36540678256628,134.50765533885576,132.0593734264766,133.54019165039062,58280400,0.0,0.0
2023-01-20,133.55002780951733,136.25499390289588,132.50358558076502,136.10690307617188,80223600,0.0,0.0
2023-01-23,136.35374163026458,141.48725702280552,136.1365537453342,139.30551147460938,81760300,0.0,0.0
2023-01-24,138.51572440513698,141.32928485597137,138.50585770726414,140.70733642578125,66435100,0.0,0.0
2023-01-25,139.0883167228264,140.60861677861874,137.03491367991992,140.04591369628906,65799300,0.0,0.0
2023-01-26,141.33914314056878,142.40533393014599,140.08537965694651,142.11904907226562,54105100,0.0,0.0
2023-01-27,141.3293062635936,145.34725220094586,141.2503274776649,144.06387329101562,70555800,0.0,0.0
2023-01-30,143.10626796433064,143.68871946900538,141.02324989890042,141.17132568359375,64015300,0.0,0.0
2023-01-31,140.87516062877287,142.49418783542103,140.46053336332577,142.44482421875,65874500,0.0,0.0
2023-02-01,142.1289302044529,144.7351696002277,139.51282411039048,143.57025146484375,77663600,0.0,0.0
2023-02-02,146.9958815985471,149.24672407231745,146.2752209542802,148.89134216308594,118339000,0.0,0.0
2023-02-03,146.13701293629845,155.36745253753844,145.93957351960248,152.52427673339844,154357300,0.0,0.0
2023-02-06,150.61895772492184,151.14217893420934,148.85183962560956,149.78968811035156,69858300,0.0,0.0
2023-02-07,148.71363285221915,153.24493285853742,148.71363285221915,152.67234802246094,83322600,0.0,0.0
2023-02-08,151.91220679965525,152.60325227526124,149.2368553096487,149.97726440429688,64120100,0.0,0.0
2023-02-09,151.81346444457745,152.35643407265164,148.49643142830433,148.940673828125,56007100,0.0,0.0
2023-02-10,147.77401547814478,149.63279778324025,147.5367173791987,149.3065185546875,57450700,0.23,0.0
2023-02-13,149.2471763928944,152.51983488560623,149.21751602061343,152.11447143554688,62199000,0.0,0.0
2023-02-14,150.40398304690967,152.03537903023067,149.15820209418638,151.4718017578125,61707600,0.0,0.0
2023-02-15,151.38283098748437,153.74586979762776,151.15542974516777,153.57778930664062,65573800,0.0,0.0
2023-02-16,151.77831825822219,154.56651436571883,151.6201346111262,151.97607421875,68167900,0.0,0.0
2023-02-17,150.63140647639398,151.2740680510971,149.1483273778538,150.8291473388672,59144100,0.0,0.0
2023-02-21,148.50563686680903,149.59323413897312,146.735835945734,146.80503845214844,58867200,0.0,0.0
2023-02-22,147.19066738077868,148.25848625294472,145.49996548151248,147.230224609375,51011300,0.0,0.0
2023-02-23,148.39689471971093,148.64407457569817,145.57905341345287,147.7146759033203,48394200,0.0,0.0
2023-02-24,145.4505202010405,145.52961956815125,144.07620075664735,145.05503845214844,55469600,0.0,0.0
2023-02-27,146.04375066348234,147.48727255329774,145.7866739614647,146.25137329101562,44998500,0.0,0.0
2023-02-28,145.39119175781394,147.3982909462784,145.17367228142913,145.74713134765625,50547000,0.0,0.0
2023-03-01,145.17364910838256,145.56913077323014,143.37417283401166,143.67079162597656,55479000,0.0,0.0
2023-03-02,142.75131384795435,145.05503189340783,142.27671766674902,144.26405334472656,52238100,0.0,0.0
2023-03-03,146.3700024688502,149.40537804304904,145.66802019550744,149.32627868652344,70732300,0.0,0.0
2023-03-06,152.05518458773184,154.53688050353193,151.72892038753795,152.09474182128906,87558000,0.0,0.0
2023-03-07,151.96617914925054,152.29245838395036,149.4251779626418,149.88987731933594,56182000,0.0,0.0
2023-03-08,151.08621757661572,151.7387760380252,150.11727673451966,151.14553833007812,47204800,0.0,0.0
2023-03-09,151.82774843104707,152.79668921738386,148.53531102339875,148.89125061035156,53833600,0.0,0.0
2023-03-10,148.5155767619779,149.23733784089035,145.94489978448573,146.82485961914062,68572400,0.0,0.0
2023-03-13,146.1426162263365,151.4124925875259,146.03385648579933,148.77261352539062,84457100,0.0,0.0
2023-03-14,149.57346291926225,151.66954312555754,148.40678132116508,150.86868286132812,73695900,0.0,0.0
2023-03-15,149.48449268664993,151.5212522938301,148.2288147892157,151.26419067382812,77167900,0.0,0.0
2023-03-16,150.4435271800346,154.6950230424289,149.92938893729746,154.09190368652344,76161100,0.0,0.0
2023-03-17,154.31931404263202,154.9718724178721,152.53961624045886,153.25149536132812,98944600,0.0,0.0
2023-03-20,153.32071734921686,156.03969557063917,152.4110822679711,155.62442016601562,73641400,0.0,0.0
2023-03-21,155.5453489444009,157.60187209543255,154.77413390443738,157.4832305908203,73938300,0.0,0.0
2023-03-22,157.50300984854792,160.31096943804832,156.029812451383,156.04959106445312,75701800,0.0,0.0
2023-03-23,157.03832886887204,159.72764726776535,155.90129232762627,157.13719177246094,67622100,0.0,0.0
2023-03-24,157.06795670652497,158.53125712176995,156.06935559319226,158.44227600097656,59196500,0.0,0.0
2023-03-27,158.13578467553296,158.9564235953307,156.08912825748425,156.4945068359375,52390300,0.0,0.0
2023-03-28,156.18797942940225,156.70211765807048,154.2204227121211,155.87158203125,45992200,0.0,0.0
2023-03-29,157.57218957153339,159.2332458359396,157.55242604798346,158.95640563964844,51305700,0.0,0.0
2023-03-30,159.70786439805926,160.63726316968356,159.45080275158003,160.52850341796875,49501700,0.0,0.0
2023-03-31,160.60756909681194,163.13868814753852,160.08354906302839,163.03981018066406,68749800,0.0,0.0
2023-04-03,162.41694087425697,164.4141432098461,162.36750188667764,164.29550170898438,56976200,0.0,0.0
2023-04-04,164.72065569074036,164.95793868784338,163.24745837486338,163.7615966796875,46278300,0.0,0.0
2023-04-05,162.88162976736427,163.18813034939654,159.97479248917713,161.9126739501953,51511700,0.0,0.0
2023-04-06,160.5976809407093,163.09915484076092,160.17253885078875,162.8025360107422,45390100,0.0,0.0
2023-04-10,159.59909001148102,160.20220947265625,158.27420958419825,160.20220947265625,47716900,0.0,0.0
2023-04-11,160.5186020856557,160.52848384854775,158.6993469072352,158.986083984375,47644200,0.0,0.0
2023-04-12,159.40133668736163,160.23185733032426,157.97757839276272,158.29397583007812,50133100,0.0,0.0
2023-04-13,159.8067227797579,163.92968090167284,159.59908506589906,163.6923828125,68445600,0.0,0.0
2023-04-14,162.73332768738865,164.44382316709542,161.9720245871667,163.34634399414062,49386500,0.0,0.0
2023-04-17,163.2276687659828,163.52428757903846,162.1796287016244,163.3660888671875,41516200,0.0,0.0
2023-04-18,164.2263111895451,165.5215312907478,163.78137535549732,164.59213256835938,49923000,0.0,0.0
2023-04-19,163.92968580784367,166.26306428456468,163.67260909854727,165.73904418945312,47720200,0.0,0.0
2023-04-20,164.21641532852104,165.97633480151939,163.69239520940707,164.7700958251953,52456400,0.0,0.0
2023-04-21,163.18813815793777,164.5723392677561,162.63445771401044,163.15847778320312,58337300,0.0,0.0
2023-04-24,163.1386866366401,163.73192425907348,162.04120759579996,163.4649658203125,41949600,0.0,0.0
2023-04-25,163.32655661191464,164.43391748853472,161.88301968061162,161.92257690429688,48714100,0.0,0.0
2023-04-26,161.2205734284031,163.41553157370114,160.96351183078312,161.9126739501953,45498800,0.0,0.0
2023-04-27,163.32656095584278,166.65854052357386,163.32656095584278,166.51023864746094,64902300,0.0,0.0
2023-04-28,166.58933625125528,167.93399523157063,165.98621681699632,167.76589965820312,55275900,0.0,0.0
2023-05-01,167.37042504765017,168.52722497825897,166.7376452115908,167.6769256591797,52472900,0.0,0.0
2023-05-02,168.1712661379265,168.42834281753628,165.65002884530062,166.6387481689453,48425700,0.0,0.0
2023-05-03,167.58794352434566,168.9919233057137,165.27434367702065,165.56106567382812,65136000,0.0,0.0
2023-05-04,163.02995828643287,165.15569918374248,162.45649916415186,163.9197998046875,81235400,0.0,0.0
2023-05-05,169.05125040031595,172.3338062754006,168.8337309104411,171.61204528808594,113453200,0.0,0.0
2023-05-08,170.53431814830344,171.88887398730245,170.1684967974759,171.54281616210938,55962800,0.0,0.0
2023-05-09,171.09786531229358,171.58232807823967,169.66422544995058,169.83230590820312,45326900,0.0,0.0
2023-05-10,171.0682100558016,172.06681107408926,169.9608342291283,171.60211181640625,53724500,0.0,0.0
2023-05-11,171.88885599180736,172.62049861686478,170.22779972610607,171.78997802734375,49514700,0.0,0.0
2023-05-12,171.89889318697968,172.33453386665053,169.30487018579348,170.85931396484375,45533100,0.24,0.0
2023-05-15,171.44347960387887,171.49298697857782,169.77023004875,170.36428833007812,37266700,0.0,0.0
2023-05-16,170.28507955206572,171.42367363249335,170.0969605927275,170.36428833007812,42110300,0.0,0.0
2023-05-17,170.00785308163907,171.2157453771671,168.7306323338431,170.97813415527344,57951600,0.0,0.0
2023-05-18,171.28506154552485,173.50286200077872,170.86922679282654,173.3147430419922,65496700,0.0,0.0
2023-05-19,174.64146318273222,174.64146318273222,173.20583990744595,173.4236602783203,55809500,0.0,0.0
2023-05-22,172.25532419255816,172.97809854709377,171.7305793150355,172.47314453125,43570900,0.0,0.0
2023-05-23,171.41374232257482,171.66126403673206,169.5820755948007,169.8592987060547,50747300,0.0,0.0
2023-05-24,169.3939552495186,170.71077257065826,168.8296136019024,170.1365203857422,45143500,0.0,0.0
2023-05-25,170.70087903430024,172.17609878581072,169.98801528701642,171.27513122558594,56058300,0.0,0.0
2023-05-26,171.60187949980389,174.0275895351184,171.39395459047836,173.69094848632812,54835000,0.0,0.0
2023-05-30,175.20579349606086,177.21566879798618,174.81966018947244,175.54241943359375,55964400,0.0,0.0
2023-05-31,175.57211342872856,177.57209321550437,175.0077566388477,175.49290466308594,99625300,0.0,0.0
2023-06-01,175.93844141740337,178.33444993394386,175.17607026429087,178.30474853515625,68901800,0.0,0.0
2023-06-02,179.2354435119536,179.97800874169684,177.48298533965166,179.15623474121094,61996900,0.0,0.0
2023-06-05,180.8195882273271,183.1165821425977,176.275077551752,177.79981994628906,121946500,0.0,0.0
2023-06-06,178.18594757320713,178.33445457100666,175.6711182885981,177.43348693847656,64848400,0.0,0.0
2023-06-07,176.67113061333816,179.41367589423808,175.56223798316736,176.05728149414062,61944600,0.0,0.0
2023-06-08,176.1364534617516,179.04731136486936,175.70082791608735,178.77999877929688,50214900,0.0,0.0
2023-06-09,179.70077799078283,180.42353722036253,178.8394071951532,179.1661376953125,48900000,0.0,0.0
2023-06-12,179.473070311983,182.0670933538608,179.17604119777275,181.96807861328125,54274900,0.0,0.0
2023-06-13,180.98788948565831,182.32449774459167,180.63145759510397,181.49282836914062,54929100,0.0,0.0
2023-06-14,181.5522278943548,182.56212075064622,180.21561965950994,182.12648010253906,57462900,0.0,0.0
2023-06-15,182.136425495302,184.67104599748652,181.95820196536692,184.1660919189453,65433200,0.0,0.0
2023-06-16,184.87893857146415,185.1363708565112,182.4433330473612,183.08688354492188,101256200,0.0,0.0
2023-06-20,182.5819517231594,184.25520121093788,182.5819517231594,183.17599487304688,49799100,0.0,0.0
2023-06-21,183.0670520026784,183.57200596356287,180.7799538028705,182.13638305664062,49515700,0.0,0.0
2023-06-22,181.91857754734076,185.1957628610581,181.84926421078353,185.14625549316406,51245300,0.0,0.0
2023-06-23,183.71064919871634,185.70071866604846,183.17599374881706,184.82943725585938,53117000,0.0,0.0
2023-06-26,184.97794384564872,186.18585111473345,183.39379870692287,183.43341064453125,48088700,0.0,0.0
2023-06-27,184.04726807160984,186.52248552112178,183.8294477274505,186.1957550048828,50730800,0.0,0.0
2023-06-28,186.06704032710473,188.01751290126907,185.7403249158235,187.37396240234375,51216800,0.0,0.0
2023-06-29,187.20563240999925,188.1858238773272,187.06702084863718,187.7105712890625,46347300,0.0,0.0
2023-06-30,189.7303801784341,192.5521191164762,189.3640377084909,192.04718017578125,85213200,0.0,0.0
2023-07-03,191.85907691511048,191.95809166806356,189.85909674419335,190.5521697998047,31458200,0.0,0.0
2023-07-05,189.67094537484306,191.0669563536009,188.73035077998927,189.43331909179688,46920300,0.0,0.0
2023-07-06,187.95811200082892,190.11650951153766,187.32445692665846,189.90858459472656,45094300,0.0,0.0
2023-07-07,189.51255404191053,190.7600582083635,188.35415407859097,188.78977966308594,46815000,0.0,0.0
2023-07-10,187.38386117936162,188.10663557063202,185.18586681905202,186.7403106689453,59922200,0.0,0.0
2023-07-11,187.28485666382537,187.4234682366511,184.75023641356677,186.21556091308594,46638100,0.0,0.0
2023-07-12,187.79968989475896,189.7996698114742,186.60169311695756,187.88880920410156,60750200,0.0,0.0
2023-07-13,188.61157199087162,189.29473443261006,187.89870814797314,188.6511688232422,41342300,0.0,0.0
2023-07-14,188.3442359735881,189.28481555311026,187.75019286903466,188.7996826171875,41616200,0.0,0.0
2023-07-17,189.9976776399959,192.39370132812152,189.9085734412509,192.0669708251953,50520200,0.0,0.0
2023-07-18,191.433317028607,192.40359800546008,190.51252831302557,191.80953979492188,48288200,0.0,0.0
2023-07-19,191.1857808476927,196.26491622319193,190.74022966968735,193.16595458984375,80507300,0.0,0.0
2023-07-20,193.1560464503255,194.52237118378105,190.5917250482106,191.21548461914062,59581200,0.0,0.0
2023-07-21,192.17589935868594,193.03727024392953,189.33433929774543,190.0373077392578,71951700,0.0,0.0
2023-07-24,191.49274025459553,192.97787083183135,190.3442356490594,190.8392791748047,45377800,0.0,0.0
2023-07-25,191.41353447405788,192.51253172271785,191.0075951507849,191.70065307617188,37283200,0.0,0.0
2023-07-26,191.75012548540775,193.70059786031172,191.40360413966724,192.5718994140625,47471900,0.0,0.0
2023-07-27,194.07682686567816,195.2451220868233,190.64122431769522,191.30458068847656,47460200,0.0,0.0
2023-07-28,192.74022840055838,194.68080550669023,192.21548351570434,193.88873291015625,48291400,0.0,0.0
2023-07-31,194.11644542830032,194.54219067365466,193.32437284504627,194.50257873535156,38824100,0.0,0.0
2023-08-01,194.29465801673214,194.7797909272219,193.34416794873687,193.6708984375,35175100,0.0,0.0
2023-08-02,193.1065496196106,193.24516118654293,189.94818497968632,190.6709442138672,50389300,0.0,0.0
2023-08-03,189.67099202259732,190.46304961249734,188.79971054467114,189.2749481201172,61235200,0.0,0.0
2023-08-04,183.68091849305446,185.52248065691288,180.11659975412636,180.1859130859375,115956800,0.0,0.0
2023-08-07,180.32454086912372,181.31462781819698,175.5919264611557,177.07705688476562,97576100,0.0,0.0
2023-08-08,177.9087289898081,178.48298124186843,175.81964489133262,178.01763916015625,67823000,0.0,0.0
2023-08-09,179.07702506576103,179.13642786663587,175.25528876502239,176.42359924316406,60378500,0.0,0.0
2023-08-10,177.7007905335651,178.95820511217872,175.83943745613908,176.2057647705078,54686900,0.0,0.0
2023-08-11,175.7993034466227,177.0881424893324,175.03590276334816,176.2652587890625,52036700,0.24,0.0
2023-08-14,176.44373225185288,178.14898275911253,175.78938877461678,177.92095947265625,43675600,0.0,0.0
2023-08-15,177.34592099472832,177.94076628789648,175.53161335110406,175.9281768798828,43622600,0.0,0.0
2023-08-16,175.61093536777827,177.00883168990967,174.98633341606396,175.0557403564453,46964900,0.0,0.0
2023-08-17,175.6208528452633,175.98767489704687,171.99223724872292,172.50778198242188,66062900,0.0,0.0
2023-08-18,170.82235510894964,173.59834528388794,170.48527458580276,172.9935760498047,61172200,0.0,0.0
2023-08-21,173.5685847246663,174.61949160968172,172.24998915809468,174.33197021484375,46311900,0.0,0.0
