Total_Return,Annualized_Return,Volatility,Sharpe_Ratio,Max_Drawdown,Win_Rate,Total_Trades,Strategy,Allocation
72.88513230244986,0.2087948739216472,11.654232558136524,0.017915797791067323,-64.34078498815232,48.25849505012827,6716,Portfolio (Combined),100%
138.89748978032245,0.33234400425021793,11.797594969140981,0.02817048772394132,-65.34906359946827,48.39661617155223,4904,SMA_50,40%
123.88624290357973,0.3075398179982036,11.81246151533171,0.026035201689253287,-76.05167980907893,48.39626778774177,5297,EMA_50,25%
30.356379502638674,0.10105291002671102,0.7619161703928026,0.13262995845673367,-6.262561922350347,64.3598615916955,581,BB_Trend,20%
71.92486643202123,0.20666839714522656,7.1175208422388545,0.029036570700117247,-74.06153428135066,47.729315738376904,13463,Composite_Trend_Focus,15%
